Customer ID,Recency,Frequency,Monetary,Cluster
12488.0,10,3,205.41,1
12489.0,336,1,88.62,0
12490.0,5,21,1321.24,1
12491.0,39,1,87.8,1
12492.0,63,3,136.95,1
12493.0,166,2,94.8,0
12494.0,16,9,447.68,1
12495.0,641,1,97.0,3
12496.0,620,2,28.02,3
12497.0,82,3,106.93,1
12498.0,21,3,96.55,1
12499.0,560,1,62.9,3
12500.0,23,19,689.66,1
12501.0,337,1,359.49,0
12502.0,96,5,944.51,1
12503.0,584,1,231.6,3
12504.0,18,4,125.7,1
12505.0,409,1,186.35,0
12506.0,233,1,73.5,0
12507.0,134,4,201.22,1
12508.0,26,2,118.71000000000001,1
12509.0,284,1,38.95,0
12510.0,143,9,1930.34,1
12511.0,429,1,651.83,0
12512.0,66,2,87.7,1
12513.0,113,1,76.32,1
12514.0,267,2,227.44,0
12515.0,353,1,108.5,0
12516.0,78,4,165.2,1
12517.0,28,5,668.1800000000001,1
12518.0,1,5,351.81,1
12519.0,64,2,125.87,1
12520.0,79,5,499.84000000000003,1
12521.0,143,1,113.84,1
12522.0,39,2,60.010000000000005,1
12523.0,19,23,1102.69,1
12524.0,9,17,754.78,1
12525.0,498,3,180.35999999999999,3
12526.0,1,3,238.12,1
12527.0,82,5,82.93,1
12528.0,9,6,504.89,1
12529.0,528,1,63.86,3
12530.0,60,9,518.04,1
12531.0,15,2,325.61,1
12532.0,30,1,59.17,1
12533.0,628,2,237.82,3
12534.0,131,1,191.23,1
12535.0,92,2,151.35,1
12536.0,43,3,9070.93,1
12537.0,409,1,125.68,0
12538.0,29,2,130.18,1
12539.0,22,7,1903.67,1
12540.0,20,33,2997.79,1
12541.0,30,3,188.02,1
12542.0,484,2,96.14,3
12543.0,448,1,112.37,0
12544.0,36,1,78.02000000000001,1
12545.0,75,2,201.19,1
12546.0,47,2,220.75,1
12547.0,198,3,103.67,0
12548.0,166,1,33.6,0
12549.0,576,6,80.78999999999999,3
12550.0,79,1,176.15,1
12551.0,358,1,16.8,0
12552.0,39,2,182.31,1
12553.0,8,12,829.59,1
12554.0,449,1,99.43,0
12555.0,682,1,129.23,3
12556.0,50,2,322.14,1
12557.0,16,8,126.06,1
12558.0,8,1,13.75,1
12559.0,311,2,74.53,0
12560.0,5,3,299.91,1
12561.0,303,1,47.43,0
12562.0,8,9,675.99,1
12563.0,409,1,50.98,0
12564.0,261,1,117.1,0
12565.0,289,1,21.16,0
12566.0,86,1,74.17,1
12567.0,23,15,2328.21,1
12568.0,645,1,31.17,3
12569.0,2,32,1021.7,1
12570.0,682,1,77.52,3
12571.0,40,2,44.9,1
12572.0,9,2,253.67000000000002,1
12573.0,227,5,263.39,0
12574.0,316,1,57.2,0
12575.0,457,2,135.67000000000002,3
12576.0,36,8,366.38,1
12577.0,35,8,547.66,1
12578.0,21,4,535.4300000000001,1
12579.0,78,1,96.82,1
12580.0,247,2,151.19,0
12581.0,40,1,43.39,1
12582.0,239,4,397.12,0
12583.0,3,27,1444.17,1
12584.0,4,9,718.5,1
12585.0,234,2,301.36,0
12586.0,17,4,481.42,1
12587.0,8,1,46.24,1
12588.0,39,4,330.32,1
12589.0,29,8,1710.23,1
12590.0,211,2,717.22,0
12591.0,317,3,299.4,0
12592.0,92,5,877.4399999999999,1
12593.0,109,3,55.7,1
12594.0,38,15,610.07,1
12595.0,505,1,60.62,3
12596.0,51,2,118.95,1
12597.0,19,4,812.0699999999999,1
12598.0,10,11,578.24,1
12599.0,29,13,369.11,1
12600.0,29,21,769.88,1
12601.0,190,6,231.26,0
12602.0,59,1,23.65,1
12603.0,22,1,28.95,1
12604.0,79,2,41.46,1
12605.0,376,4,169.03,0
12606.0,682,1,21.0,3
12607.0,60,1,217.93,1
12608.0,405,1,26.04,0
12609.0,78,9,690.52,1
12610.0,23,5,532.62,1
12611.0,52,1,173.88,1
12612.0,74,1,84.34,1
12613.0,57,10,957.63,1
12614.0,278,1,112.2,0
12615.0,2,8,826.74,1
12616.0,95,3,203.2,1
12617.0,29,1,79.92999999999999,1
12618.0,22,1,73.02000000000001,1
12619.0,16,10,660.57,1
12620.0,15,3,197.6,1
12621.0,2,35,2329.86,1
12622.0,232,1,63.13,0
12623.0,276,7,513.31,0
12624.0,106,2,147.14,1
12625.0,212,4,422.45,0
12626.0,23,9,829.39,1
12627.0,11,7,675.72,1
12628.0,4,3,147.24,1
12629.0,386,2,179.9,0
12630.0,10,2,287.13,1
12631.0,57,6,573.07,1
12632.0,521,2,78.17,3
12633.0,59,7,932.81,1
12634.0,536,2,155.55,3
12635.0,90,4,472.78,1
12636.0,739,1,141.0,3
12637.0,67,12,1598.53,1
12638.0,33,2,161.84,1
12639.0,239,3,286.19,0
12640.0,24,3,303.0,1
12641.0,115,1,69.64999999999999,1
12642.0,25,3,168.76,1
12643.0,128,12,367.55,1
12644.0,130,4,377.31,1
12645.0,34,8,419.40999999999997,1
12646.0,5,2,107.42,1
12647.0,22,36,2697.59,1
12648.0,155,4,240.14,1
12649.0,107,8,320.27,1
12650.0,3,1,38.69,1
12651.0,335,4,61.2,0
12652.0,331,2,154.07,0
12653.0,149,3,236.59,1
12654.0,11,5,167.98,1
12655.0,424,1,87.85,0
12656.0,17,8,960.4,1
12657.0,11,4,237.11,1
12658.0,19,1,148.12,1
12659.0,30,1,26.54,1
12660.0,11,1,50.25,1
12661.0,436,1,9.65,0
12662.0,1,20,1363.89,1
12663.0,625,2,58.4,3
12664.0,8,11,511.92,1
12665.0,325,3,83.65,0
12666.0,394,1,119.25,0
12667.0,58,1,119.6,1
12668.0,12,10,1877.45,1
12669.0,151,3,1387.88,1
12670.0,10,7,424.90999999999997,1
12671.0,606,1,122.691,3
12672.0,330,2,99.6,0
12673.0,5,3,219.34,1
12674.0,39,4,268.14,1
12675.0,554,2,427.07,3
12676.0,25,11,560.51,1
12677.0,555,2,85.15,3
12678.0,42,21,1805.96,1
12679.0,59,4,192.2,1
12680.0,1,4,207.17000000000002,1
12681.0,15,45,4369.01,1
12682.0,4,52,3733.73,1
12683.0,4,21,1511.89,1
12684.0,8,7,266.28,1
12685.0,28,6,482.15,1
12686.0,372,1,45.62,0
12687.0,481,2,564.93,3
12688.0,114,1,705.33,1
12689.0,26,2,205.34,1
12690.0,206,1,88.42999999999999,0
12691.0,28,7,198.7,1
12692.0,637,1,40.6,3
12693.0,127,7,400.57,1
12694.0,70,3,241.28,1
12695.0,7,7,317.72,1
12696.0,435,2,161.39,0
12697.0,29,3,206.13,1
12698.0,590,1,81.6,3
12699.0,418,1,127.56,0
12700.0,8,4,702.13,1
12701.0,80,6,438.0,1
12702.0,20,1,65.3,1
12703.0,71,4,216.07,1
12704.0,7,8,565.7,1
12705.0,15,14,1567.16,1
12707.0,292,1,106.81,0
12708.0,30,18,1272.12,1
12709.0,15,34,1898.68,1
12710.0,97,3,209.32,1
12711.0,612,2,154.76,3
12712.0,29,21,1468.18,1
12713.0,1,1,95.13,1
12714.0,9,12,1786.9,1
12715.0,106,1,71.44,1
12716.0,4,2,183.94,1
12717.0,151,3,352.24,1
12718.0,71,1,51.72,1
12719.0,5,2,142.15,1
12720.0,3,30,1385.67,1
12721.0,32,8,810.41,1
12722.0,85,4,191.87,1
12723.0,4,5,220.96,1
12724.0,5,7,416.88,1
12725.0,371,4,729.83,0
12726.0,28,11,391.25,1
12727.0,11,10,666.26,1
12728.0,71,5,274.31,1
12729.0,114,1,96.24000000000001,1
12730.0,522,1,231.05,3
12731.0,24,17,1326.3799999999999,1
12732.0,180,1,42.27,0
12733.0,234,4,536.56,0
12734.0,353,3,72.89,0
12735.0,315,2,232.89999999999998,0
12736.0,333,1,22.32,0
12737.0,499,2,3710.5,3
12738.0,372,1,86.9,0
12739.0,78,4,726.9200000000001,1
12740.0,64,1,56.0,1
12741.0,529,2,195.53,3
12742.0,626,1,114.48,3
12743.0,134,2,407.17,1
12744.0,52,11,13322.5,1
12745.0,487,3,269.54,3
12746.0,541,1,59.1,3
12747.0,2,26,1115.8,1
12748.0,1,336,21552.2,2
12749.0,4,9,1851.93,1
12750.0,129,1,69.3,1
12751.0,445,1,113.71,0
12752.0,81,1,121.59,1
12753.0,23,6,460.46,1
12754.0,236,3,70.88,0
12755.0,281,11,136.91,0
12756.0,87,1,2.9699999999999998,1
12757.0,16,13,4419.59,1
12758.0,117,7,705.91,1
12759.0,52,8,867.58,1
12760.0,456,1,62.56,3
12761.0,458,2,118.65,3
12762.0,8,2,188.79,1
12763.0,138,2,60.879999999999995,1
12764.0,317,1,242.44,0
12765.0,472,6,180.32999999999998,3
12766.0,4,9,1359.98,1
12767.0,376,1,90.08,0
12768.0,451,1,30.080000000000002,0
12769.0,239,1,142.6,0
12770.0,211,2,75.23,0
12771.0,486,1,84.85,3
12772.0,60,1,203.54,1
12773.0,564,1,12.11,3
12774.0,536,1,23.8,3
12775.0,17,7,307.97,1
12776.0,668,1,30.12,3
12777.0,458,1,83.21,3
12778.0,20,9,342.65,1
12779.0,38,14,874.47,1
12780.0,599,1,60.739999999999995,3
12781.0,64,2,78.27,1
12782.0,5,11,896.24,1
12783.0,2,6,1027.2,1
12784.0,9,3,428.40999999999997,1
12785.0,364,3,299.65,0
12786.0,610,1,55.800000000000004,3
12787.0,10,4,138.09,1
12788.0,463,4,107.1,3
12789.0,65,3,134.75,1
12790.0,192,2,166.35,0
12791.0,374,6,283.15,0
12792.0,257,2,188.53,0
12793.0,335,3,205.89,0
12794.0,53,2,93.47,1
12795.0,19,1,107.73,1
12796.0,628,1,26.7,3
12797.0,366,2,226.04,0
12798.0,10,4,29.72,1
12799.0,529,1,42.55,3
12800.0,470,3,130.46,3
12801.0,501,1,229.87,3
12802.0,187,7,361.92,1
12803.0,393,1,99.79,0
12804.0,466,2,135.16,3
12805.0,382,4,211.75,0
12806.0,435,4,445.75,0
12807.0,383,1,103.8,0
12808.0,37,5,207.14000000000001,1
12809.0,178,3,527.02,1
12810.0,535,2,62.13,3
12811.0,261,5,243.8,0
12812.0,45,1,31.03,1
12813.0,502,3,105.55,3
12814.0,102,1,41.79,1
12815.0,148,2,253.87,1
12816.0,96,2,256.15,1
12817.0,281,3,190.68,0
12818.0,262,1,94.57,0
12819.0,458,1,63.35,3
12820.0,3,11,396.02,1
12821.0,214,2,31.28,0
12822.0,71,2,123.86,1
12823.0,75,18,124.3,1
12824.0,60,1,63.39,1
12825.0,521,2,147.74,3
12826.0,3,12,333.33,1
12827.0,6,3,71.7,1
12828.0,3,6,173.04,1
12829.0,337,3,149.18,0
12830.0,38,6,41.28,1
12831.0,262,3,62.269999999999996,0
12832.0,32,2,79.08,1
12833.0,145,1,130.59,1
12834.0,283,1,88.09,0
12835.0,428,41,2246.32,1
12836.0,59,15,1890.56,1
12837.0,173,2,380.77,0
12838.0,34,10,1012.62,1
12839.0,3,26,1217.19,1
12840.0,144,7,377.07,1
12841.0,5,40,1693.55,1
12842.0,70,4,181.83,1
12843.0,66,30,923.4399999999999,1
12844.0,29,4,341.03000000000003,1
12845.0,267,4,75.34,0
12846.0,682,1,15.58,3
12847.0,22,2,166.54,1
12848.0,676,1,63.55,3
12849.0,31,6,532.56,1
12850.0,446,1,3.3,0
12851.0,97,2,196.83,1
12852.0,295,1,62.05,0
12853.0,135,11,592.29,1
12854.0,79,7,782.96,1
12855.0,373,4,367.4,0
12856.0,8,6,798.63,1
12857.0,211,6,440.9,0
12858.0,383,1,152.12,0
12859.0,459,1,57.25,3
12860.0,693,1,43.37,3
12861.0,620,1,24.0,3
12862.0,426,2,407.08,0
12863.0,52,6,194.98999999999998,1
12864.0,138,2,4.7299999999999995,1
12865.0,26,4,596.98,1
12866.0,283,3,232.93,0
12867.0,26,13,1458.99,1
12868.0,186,8,388.45,1
12869.0,682,1,95.32,3
12870.0,375,3,423.54,0
12871.0,84,3,50.56,1
12872.0,327,12,1134.93,0
12873.0,282,3,120.33,0
12874.0,385,2,147.72,0
12875.0,143,5,3.0100000000000002,1
12876.0,58,4,428.36,1
12877.0,4,20,547.02,1
12878.0,236,2,95.53,0
12879.0,45,3,18.32,1
12880.0,382,2,148.42000000000002,0
12881.0,276,1,230.8,0
12882.0,9,2,83.69,1
12883.0,25,4,248.93,1
12884.0,88,1,111.89,1
12885.0,63,3,255.10999999999999,1
12886.0,68,2,305.09000000000003,1
12887.0,384,1,61.65,0
12888.0,214,2,29.48,0
12889.0,381,4,127.33,0
12890.0,24,2,268.9,1
12891.0,186,11,4.22,1
12892.0,397,1,59.58,0
12893.0,31,1,75.17,1
12894.0,575,1,118.3,3
12895.0,42,2,70.9,1
12897.0,205,4,52.85,0
12898.0,464,2,78.87,3
12899.0,414,1,86.14999999999999,0
12900.0,422,1,47.019999999999996,0
12901.0,9,28,170.1,1
12902.0,265,1,56.19,0
12903.0,429,1,93.59,0
12904.0,18,2,222.12,1
12905.0,577,2,197.03,3
12906.0,12,5,160.77,1
12907.0,396,2,130.21,0
12908.0,176,5,2.96,0
12909.0,40,8,784.22,1
12910.0,23,13,264.26,1
12911.0,552,1,775.7,3
12912.0,3,5,65.26,1
12913.0,5,13,297.35,1
12914.0,401,1,10.299999999999999,0
12915.0,149,4,406.32,1
12916.0,139,7,815.88,1
12917.0,128,6,183.6,1
12918.0,626,1,10953.5,3
12919.0,8,6,130.22,1
12920.0,17,4,185.05,1
12921.0,9,74,3516.13,1
12922.0,161,1,45.58,0
12923.0,64,3,221.26,1
12924.0,88,12,186.70000000000002,1
12925.0,5,3,105.85,1
12926.0,411,4,688.93,0
12927.0,395,1,31.14,0
12928.0,35,12,345.08,1
12929.0,312,1,56.95,0
12930.0,78,2,74.87,1
12931.0,22,57,429.22,1
12932.0,539,8,197.23000000000002,3
12933.0,24,8,938.32,1
12934.0,737,1,83.34,3
12935.0,2,15,660.52,1
12936.0,17,4,126.06,1
12937.0,15,9,512.18,1
12938.0,26,1,11.44,1
12939.0,64,20,223.39000000000001,1
12940.0,55,2,378.25,1
12941.0,724,1,44.44,3
12942.0,131,3,397.89,1
12943.0,558,2,127.75,3
12944.0,36,2,95.66,1
12945.0,288,2,189.43,0
12946.0,437,1,66.35,0
12947.0,144,6,367.55,1
12948.0,16,9,354.98,1
12949.0,31,22,2216.97,1
12950.0,2,3,31.95,1
12951.0,9,15,554.98,1
12952.0,6,4,320.95,1
12953.0,10,2,243.36,1
12954.0,639,1,31.150000000000002,3
12955.0,1,11,304.19,1
12956.0,306,4,125.23,0
12957.0,10,13,1644.38,1
12958.0,400,2,253.99,0
12959.0,484,1,30.4,3
12960.0,414,4,144.12,0
12961.0,379,1,65.05,0
12962.0,7,2,47.77,1
12963.0,8,12,626.95,1
12964.0,437,1,94.17,0
12965.0,89,1,399.36,1
12966.0,10,1,34.230000000000004,1
12967.0,358,3,419.01,0
12968.0,112,1,16.45,1
12969.0,603,1,22.95,3
12970.0,7,10,803.91,1
12971.0,4,116,1046.17,1
12972.0,414,4,248.07,0
12973.0,414,1,170.25,0
12974.0,198,2,173.56,0
12975.0,437,6,509.96,0
12976.0,212,8,237.32999999999998,0
12977.0,156,4,340.89,1
12978.0,385,5,423.41,0
12979.0,729,1,131.65,3
12980.0,158,21,784.8000000000001,1
12981.0,30,2,32.47,1
12982.0,243,8,515.8100000000001,0
12983.0,598,1,32.39,3
12984.0,19,1,15.4,1
12985.0,1,2,145.49,1
12986.0,429,10,395.71999999999997,0
12987.0,74,5,325.98,1
12988.0,292,1,378.14,0
12989.0,3,33,302.89,1
12990.0,31,7,53.95,1
12991.0,23,3,182.0,1
12992.0,725,1,27.3,3
12993.0,23,8,176.01,1
12994.0,4,3,256.96,1
12995.0,85,1,5.87,1
12996.0,376,1,126.1,0
12997.0,22,8,316.4,1
12998.0,493,3,92.41,3
12999.0,196,3,71.38,0
13000.0,107,4,220.69,1
13001.0,4,33,2539.96,1
13002.0,318,3,72.27,0
13003.0,106,3,13.5,1
13004.0,12,36,1894.71,1
13005.0,174,4,249.17,1
13006.0,56,1,21.18,1
13007.0,580,1,65.95,3
13008.0,323,3,83.57,0
13009.0,673,1,7.8,3
13010.0,374,2,21.41,0
13011.0,372,1,25.3,0
13012.0,9,11,472.71,1
13013.0,1,29,1696.75,1
13014.0,11,11,931.38,1
13015.0,53,11,1755.78,1
13016.0,73,3,149.14,1
13017.0,7,1,4.25,1
13018.0,16,35,1638.08,1
13019.0,379,6,231.94,0
13020.0,563,2,134.36,3
13021.0,4,17,958.32,1
13022.0,430,1,25.3,0
13023.0,64,3,394.93,1
13024.0,471,2,162.62,3
13025.0,732,1,27.84,3
13026.0,1,9,90.43,1
13027.0,114,19,34.64,1
13028.0,23,2,45.63,1
13029.0,31,5,136.32999999999998,1
13030.0,11,2,502.53,1
13031.0,407,5,1069.05,0
13032.0,52,9,733.83,1
13033.0,357,2,33.1,0
13034.0,55,3,138.28,1
13035.0,74,3,83.53,1
13036.0,685,1,57.95,3
13037.0,138,12,819.02,1
13038.0,80,3,77.23,1
13039.0,584,4,302.19,3
13040.0,9,2,120.57000000000001,1
13041.0,451,4,133.87,0
13042.0,598,3,632.18,3
13043.0,273,1,73.84,0
13044.0,291,11,1377.02,0
13045.0,99,3,132.6,1
13046.0,31,3,279.44,1
13047.0,32,24,1848.82,1
13048.0,14,9,511.88,1
13049.0,64,4,82.71,1
13050.0,15,35,3058.39,1
13051.0,579,2,21.45,3
13052.0,212,7,915.12,1
13053.0,622,1,52.75,3
13055.0,78,4,349.57,1
13056.0,551,1,90.74,3
13057.0,530,3,81.09,3
13058.0,25,3,46.6,1
13059.0,250,10,886.62,0
13060.0,254,1,59.74,0
13061.0,72,1,34.03,1
13062.0,191,1,75.00999999999999,0
13063.0,481,1,27.5,3
13064.0,13,6,458.86,1
13065.0,373,5,337.33,0
13066.0,24,2,152.32,1
13067.0,82,3,146.2,1
13068.0,10,2,3.44,1
13069.0,1,38,2084.59,1
13070.0,192,4,67.52,0
13071.0,612,1,49.27,3
13072.0,267,1,23.450000000000003,0
13073.0,411,2,95.97999999999999,0
13074.0,511,4,114.72,3
13075.0,130,1,44.87,1
13076.0,458,1,35.85,3
13077.0,1,11,700.31,1
13078.0,3,57,3116.53,1
13079.0,4,6,52.69,1
13080.0,179,4,51.269999999999996,0
13081.0,12,28,5061.23,1
13082.0,126,21,333.58,1
13083.0,4,3,63.86,1
13084.0,492,1,1.7,3
13085.0,158,8,299.13,1
13086.0,383,1,184.93,0
13087.0,726,1,85.77,3
13088.0,417,1,83.12,0
13089.0,3,203,9075.79,2
13090.0,9,24,1297.17,1
13091.0,28,3,1268.99,1
13092.0,71,12,550.5,1
13093.0,276,55,3017.05,1
13094.0,21,13,43.52,1
13095.0,71,1,4.16,1
13096.0,394,1,69.95,0
13097.0,33,28,4335.44,1
13098.0,1,28,1578.79,1
13099.0,99,1,0.72,1
13101.0,234,4,131.38,0
13102.0,1,37,1486.49,1
13103.0,40,3,76.06,1
13104.0,3,9,65.38,1
13105.0,436,1,0.72,0
13106.0,133,2,212.66,1
13107.0,44,9,335.47,1
13108.0,373,2,67.08,0
13109.0,60,3,197.04,1
13110.0,31,12,1212.8700000000001,1
13111.0,719,1,23.66,3
13112.0,541,1,2.95,3
13113.0,1,37,1452.3,1
13114.0,731,1,89.54,3
13115.0,12,10,793.15,1
13116.0,138,1,135.65,1
13117.0,22,18,495.3,1
13118.0,20,9,639.64,1
13119.0,669,1,16.65,3
13120.0,239,1,2.55,0
13121.0,269,1,84.44,0
13122.0,94,2,145.01,1
13123.0,473,2,144.67,3
13124.0,90,4,950.44,1
13125.0,524,1,100.98,3
13126.0,5,13,571.96,1
13127.0,78,1,43.28,1
13128.0,631,1,8.5,3
13129.0,452,2,20.46,0
13130.0,94,1,4.5,1
13131.0,23,7,469.68,1
13132.0,262,1,14.8,0
13133.0,274,3,62.75,0
13134.0,86,6,401.34,1
13135.0,197,2,73.92,0
13136.0,56,13,914.41,1
13137.0,11,16,3207.83,1
13138.0,22,7,302.27,1
13139.0,16,8,837.84,1
13140.0,108,5,398.7,1
13141.0,85,17,956.74,1
13142.0,19,1,68.93,1
13143.0,585,1,62.75,3
13144.0,333,2,27.9,0
13145.0,40,7,618.01,1
13146.0,26,1,34.46,1
13147.0,10,4,19.8,1
13148.0,29,26,2770.14,1
13149.0,14,4,247.84,1
13150.0,484,3,55.47,3
13151.0,296,3,908.73,0
13152.0,417,7,542.75,0
13153.0,6,1,19.17,1
13154.0,399,3,301.89,0
13155.0,33,6,458.64,1
13156.0,385,3,345.36,0
13157.0,49,9,465.51,1
13158.0,95,5,202.83,1
13159.0,9,4,330.59,1
13160.0,22,1,12.1,1
13161.0,313,2,190.04,0
13162.0,122,16,543.71,1
13163.0,610,1,10.7,3
13164.0,569,2,51.699999999999996,3
13165.0,46,3,40.65,1
13166.0,283,2,177.46,0
13167.0,19,5,235.45,1
13168.0,36,5,587.34,1
13169.0,64,3,78.02,1
13170.0,27,1,49.48,1
13171.0,22,3,186.05,1
13172.0,400,1,1.45,0
13173.0,4,11,750.09,1
13174.0,16,12,3759.52,1
13175.0,582,2,185.85,3
13176.0,46,1,199.98,1
13177.0,65,2,99.15,1
13178.0,26,21,1344.63,1
13179.0,619,1,70.84,3
13180.0,607,1,15.05,3
13181.0,381,1,53.07,0
13182.0,45,1,7.54,1
13183.0,8,15,293.35,1
13184.0,15,10,332.93,1
13185.0,268,1,5.95,0
13186.0,40,3,256.64,1
13187.0,337,4,158.43,0
13188.0,11,1,19.15,1
13189.0,19,2,11.36,1
13190.0,544,3,70.36,3
13191.0,658,1,110.83,3
13192.0,95,6,479.07,1
13193.0,61,1,83.24,1
13194.0,136,2,25.53,1
13195.0,414,1,116.95,0
13196.0,11,7,526.46,1
13197.0,610,1,87.19,3
13198.0,10,8,854.51,1
13199.0,4,67,507.76,1
13200.0,19,4,155.28,1
13201.0,502,4,196.82999999999998,3
13202.0,394,7,343.0,0
13203.0,10,10,322.89,1
13204.0,731,1,237.18,3
13205.0,443,1,10.95,0
13206.0,400,13,1145.39,0
13207.0,15,4,48.08,1
13208.0,59,9,644.87,1
13209.0,30,13,883.4,1
13210.0,94,1,33.26,1
13211.0,10,10,318.39,1
13212.0,20,3,531.82,1
13213.0,57,11,536.02,1
13214.0,418,7,436.56,0
13215.0,402,1,0.85,0
13216.0,268,1,7.24,0
13217.0,122,4,10.05,1
13218.0,127,1,4.6499999999999995,1
13219.0,618,1,76.23,3
13220.0,78,5,224.67000000000002,1
13221.0,240,2,330.95,0
13222.0,577,1,2.95,3
13223.0,200,6,21.54,0
13224.0,60,2,249.94,1
13225.0,3,16,341.54,1
13226.0,273,2,73.89,0
13227.0,202,1,23.4,0
13228.0,81,1,3.58,1
13229.0,226,1,40.6,0
13230.0,4,30,3359.67,1
13232.0,13,7,678.35,1
13233.0,74,4,107.78,1
13234.0,673,2,193.43,3
13235.0,212,1,157.43,0
13236.0,25,2,145.24,1
13237.0,388,1,128.65,0
13238.0,17,6,171.18,1
13239.0,262,5,260.46,0
13240.0,96,8,595.76,1
13241.0,412,1,107.12,0
13242.0,112,7,69.94,1
13243.0,203,5,637.15,0
13244.0,93,1,101.19,1
13245.0,51,2,181.29,1
13246.0,18,11,632.17,1
13247.0,18,4,52.69,1
13248.0,125,2,69.87,1
13249.0,92,9,94.74,1
13250.0,461,2,49.67,3
13251.0,402,1,38.29,0
13252.0,394,2,88.95,0
13253.0,157,4,122.27,1
13254.0,376,1,10.09,0
